"Exchange","Symbol","Name","Sector","industry","MarketCap","MarketCapNum","MarketCap(B)","Summary Quote","Reporting Year","ISIN","Performance Band","Scope 1 (metric tonnes CO2e)","Scope 2 (metric tonnes CO2e)","TotalMetricTonnesCO2e","Co2eMarketCapRatio","Notes"
"NYSE","LPX","Louisiana-Pacific Corporation","Basic Industries","Forest Products","$4.1B",4100000000.00,4.10,"http://www.nasdaq.com/symbol/lpx",2011,"US5463471053","A",390000.00,160000.00,550000.00,134.14,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","LPX","Louisiana-Pacific Corporation","Basic Industries","Forest Products","$4.1B",4100000000.00,4.10,"http://www.nasdaq.com/symbol/lpx",2013,"US5463471053","B",540000.00,300000.00,840000.00,204.87,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","LPX","Louisiana-Pacific Corporation","Basic Industries","Forest Products","$4.1B",4100000000.00,4.10,"http://www.nasdaq.com/symbol/lpx",2012,"US5463471053","B",490000.00,200000.00,690000.00,168.29,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","LUV","Southwest Airlines Company","Transportation","Air Freight/Delivery Services","$35.39B",35390000000.00,35.39,"http://www.nasdaq.com/symbol/luv",2011,"US8447411088","B",17417782.00,42058.00,17459840.00,493.35,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","LUV","Southwest Airlines Company","Transportation","Air Freight/Delivery Services","$35.39B",35390000000.00,35.39,"http://www.nasdaq.com/symbol/luv",2012,"US8447411088","B",18232474.00,46783.00,18279257.00,516.50,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","LUV","Southwest Airlines Company","Transportation","Air Freight/Delivery Services","$35.39B",35390000000.00,35.39,"http://www.nasdaq.com/symbol/luv",2013,"US8447411088","B",17949278.00,47680.00,17996958.00,508.53,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","HUN","Huntsman Corporation","Basic Industries","Major Chemicals","$7.8B",7800000000.00,7.80,"http://www.nasdaq.com/symbol/hun",2013,"US4470111075","C",2309907.00,1170010.00,3479917.00,446.14,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","HUN","Huntsman Corporation","Basic Industries","Major Chemicals","$7.8B",7800000000.00,7.80,"http://www.nasdaq.com/symbol/hun",2011,"US4470111075","C",2374632.00,1228183.00,3602815.00,461.89,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","HUN","Huntsman Corporation","Basic Industries","Major Chemicals","$7.8B",7800000000.00,7.80,"http://www.nasdaq.com/symbol/hun",2012,"US4470111075","C",2337665.00,1208055.00,3545720.00,454.57,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","INGR","Ingredion Incorporated","Consumer Non-Durables","Packaged Foods","$8.91B",8910000000.00,8.91,"http://www.nasdaq.com/symbol/ingr",2011,"US4571871023","B",340000.00,290000.00,630000.00,70.70,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","INGR","Ingredion Incorporated","Consumer Non-Durables","Packaged Foods","$8.91B",8910000000.00,8.91,"http://www.nasdaq.com/symbol/ingr",2012,"US4571871023","B",270000.00,240000.00,510000.00,57.23,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","INGR","Ingredion Incorporated","Consumer Non-Durables","Packaged Foods","$8.91B",8910000000.00,8.91,"http://www.nasdaq.com/symbol/ingr",2013,"US4571871023","B",270000.00,210000.00,480000.00,53.87,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","IP","International Paper Company","Basic Industries","Paper","$23.72B",23720000000.00,23.72,"http://www.nasdaq.com/symbol/ip",2012,"US4601461035","C",8500000.00,5100000.00,13600000.00,573.35,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","IP","International Paper Company","Basic Industries","Paper","$23.72B",23720000000.00,23.72,"http://www.nasdaq.com/symbol/ip",2013,"US4601461035","C",10100000.00,5660000.00,15760000.00,664.41,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","IP","International Paper Company","Basic Industries","Paper","$23.72B",23720000000.00,23.72,"http://www.nasdaq.com/symbol/ip",2011,"US4601461035","C",8820000.00,4241000.00,13061000.00,550.63,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","IPI","Intrepid Potash, Inc","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","$532.66M",532660000000.00,532.66,"http://www.nasdaq.com/symbol/ipi",2011,"US46121Y1029","B",27000.00,11000000.00,11027000.00,20.70,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","IPI","Intrepid Potash, Inc","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","$532.66M",532660000000.00,532.66,"http://www.nasdaq.com/symbol/ipi",2013,"US46121Y1029","B",38000.00,9600000.00,9638000.00,18.09,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","IPI","Intrepid Potash, Inc","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","$532.66M",532660000000.00,532.66,"http://www.nasdaq.com/symbol/ipi",2012,"US46121Y1029","B",32000.00,31000000.00,31032000.00,58.25,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","KR","Kroger Company (The)","Consumer Services","Food Chains","$18.95B",18950000000.00,18.95,"http://www.nasdaq.com/symbol/kr",2011,"US5010441013","C",2010936.00,4405959.00,6416895.00,338.62,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","KR","Kroger Company (The)","Consumer Services","Food Chains","$18.95B",18950000000.00,18.95,"http://www.nasdaq.com/symbol/kr",2013,"US5010441013","C",1200000.00,2800000.00,4000000.00,211.08,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","KR","Kroger Company (The)","Consumer Services","Food Chains","$18.95B",18950000000.00,18.95,"http://www.nasdaq.com/symbol/kr",2012,"US5010441013","C",1889971.00,4215860.00,6105831.00,322.20,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","NAV","Navistar International Corporation","Capital Goods","Auto Manufacturing","$4.19B",4190000000.00,4.19,"http://www.nasdaq.com/symbol/nav",2011,"US63934E1082","C",130000.00,300000.00,430000.00,102.62,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","NAV","Navistar International Corporation","Capital Goods","Auto Manufacturing","$4.19B",4190000000.00,4.19,"http://www.nasdaq.com/symbol/nav",2012,"US63934E1082","C",140666.00,344286.00,484952.00,115.74,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","NAV","Navistar International Corporation","Capital Goods","Auto Manufacturing","$4.19B",4190000000.00,4.19,"http://www.nasdaq.com/symbol/nav",2013,"US63934E1082","C",138130.00,304191.00,442321.00,105.56,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","NUE","Nucor Corporation","Basic Industries","Steel/Iron Ore","$18.63B",18630000000.00,18.63,"http://www.nasdaq.com/symbol/nue",2011,"US6703461052","D",17000000.00,1800000.00,18800000.00,1009.12,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","NUE","Nucor Corporation","Basic Industries","Steel/Iron Ore","$18.63B",18630000000.00,18.63,"http://www.nasdaq.com/symbol/nue",2012,"US6703461052","D",19000000.00,2000000.00,21000000.00,1127.21,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","NUE","Nucor Corporation","Basic Industries","Steel/Iron Ore","$18.63B",18630000000.00,18.63,"http://www.nasdaq.com/symbol/nue",2013,"US6703461052","D",19000000.00,2200000.00,21200000.00,1137.94,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","TSN","Tyson Foods, Inc.","Consumer Non-Durables","Meat/Poultry/Fish","$25.22B",25220000000.00,25.22,"http://www.nasdaq.com/symbol/tsn",2013,"US9024941034","C",1400000.00,1000000.00,2400000.00,95.16,"Scope 1: Estimated   Scope 2: Estimated"
"NYSE","TSN","Tyson Foods, Inc.","Consumer Non-Durables","Meat/Poultry/Fish","$25.22B",25220000000.00,25.22,"http://www.nasdaq.com/symbol/tsn",2011,"US9024941034","C",3432870.11,1767129.89,5200000.00,206.18,"Scope 1: Reported   Scope 2: Reported"
"NYSE","TSN","Tyson Foods, Inc.","Consumer Non-Durables","Meat/Poultry/Fish","$25.22B",25220000000.00,25.22,"http://www.nasdaq.com/symbol/tsn",2012,"US9024941034","C",3615981.80,1604018.20,5220000.00,206.97,"Scope 1: Reported   Scope 2: Reported"
